text;hatespeech
@g1 KKKK  O RJ É UM PUTEIRO MESMO, INFELIZMENTE A ESCORIA DE COLARINHO BRANCO JUIZES PROMOTORES E TODO TIPO DE LIXOS ALI SE JUNTAM;yes
"@g1 kkkk   Umas 3 maconheiras vaiam o Mito: vira notícia;
E isso aqui, G1? https://t.co/47szwNlpnY";no
"glaucio me deu feliz dia da mulher, respondi com 'pra vc tambem' 
eu sou muito burra";yes
Globo disse q n ia abandonar o futebol feminino. No menu do site do globoesporte tem link pro site do Neymar mas n tem pro futebol feminino;no
"Globo esporte: eu nunca vou te abandonar
Fut feminino: own 
Com as amigas
Fut feminino: ain ele é tão fofo
Com os amigos
Globo esporte: kk";no
Globo mostrando que homem nai vale nada mesmo e mulher é burra iludida;yes
@GloboNews 'Bandido tem que se fuder e acabou!!';yes
Glórias a Deus, fora abortistas... https://t.co/cshaYITInZ;yes
"@GLStecanela Mulher apanha aqui na ilegalidade, porque se pegarem o canalha ele apanha ou vai preso!!!
https://t.co/l0LAduFdXX";yes
"@g1 3 maconheiras vaiam o Mito: vira notícia;
E isso aqui, G1? 
https://t.co/5qeoebJMAT";no
g1mundo:União Europeia ameaça com sanções países que não recebem refugiados https://t.co/8JyEe5u16z;no
@g1 Nao esperava outra açao! A Europa sofreu muito com a Segunda Guerra Mundial e sabe que esses refugiados estao passando.;no
gnt, eu n sou sapatao , esse viado q me chama assim kkk;no
@godaryl se é pra desenhar aí vai! https://t.co/sUEjOTFSDG;no
"GOLEIRO BRUNO E
MACARRÃO
MACARRÃO
MACARRÃO
DE DIA VÃO PRO SÍTIO
DE NOITE ALIMENTAM O CÃO";yes
"@GoncaloMirandaa 
Não se pode ter só 'defeitos' ;)";no
@g1 O politicamente correto está acabando com a sociedade. Mulher burra é que se sente ofendida com isto. Tenho orgulho de saber o preço.;yes
gorda e feia;yes
gorda e feia nao cabe na tela do celular de tão gorda https://t.co/FBL2xg6MwL;yes
gorda e feia se mata kemilly https://t.co/lJWUQ55utL;yes
Gorda, feia, e ogra https://t.co/A6cJRIE3WQ;yes
gorda' não é ofensa, assim como 'magra' não é elogio. Pare d se achar 'feia' por essas regras d 'beleza' imposta pela sociedade;no
@Gordinho_crlh Assim que estiver fechado aviso;no
Gosta de futebol, cerveja e mulheres.;yes
Gostamos de errar!;no
Gostaram do novo logo? https://t.co/UYOuJwd1q6;no
Gostar de mulher sem ter vergonha #twittealgomuitoantigo;no
Gostaria de dizer que enquanto eu estiver me sentindo gorda e feia eu n quero ver a cara de ninguem;yes
Gostaria de entender pq quando a mulher é feia feat gorda vcs acham MT lindo quando ela bota sem roupa, isso aí mana se liberta, mostra mesm;no
Gostaria de saber se a @Vivoemrede concorda com essa postura e tem interesse em manter funcionários que agregam ima _ https://t.co/eaXVfKGgq0;no
Gostei de um vídeo do @YouTube https://t.co/9PB6IXBZum Era uma vez o homem - 8: As conquistas do islão;no
@gosteitha não se vira sapatão, apenas se descobre aksjakajhs;no
GOSTO DE TÊTAS NATURAIS TAMANHO MÉDIO #JOAQUINRESPONDE https://t.co/2SuAfQKm8q;no
gosto é gosto, a pessoa é obrigada beijar quem não acha atraente? TUDO É RACISMO;no
"Gosto mt deste novo filtro do Snapchat.
Já fazia falta um filtro que captasse a expressão de um velho pedófilo apan _ https://t.co/Fs8kOWWQW6";yes
"Governo esquerdista de merda o Povo Brasileiro não foi consultado e não aceita a vinda de refugiados terroristas.
https://t.co/JtFod8MSjL";yes
Governo Trump tem sido visto com mais confiança que os jornais' https://t.co/PZ7Gs3oyeThttps://t.co/8nDT28C1QR;no
"#GPdoCinema 
Vc lê Grande Prêmio do cinema. Eu entendo outra coisa.. Famosa q cobra por hora o final feliz";no
#GPnocinema é levar a @BrendaPaesGp pra assistir um filme;no
'Graças' à imigração? Isso é uma desgraça! Estamos a ser invadidos por culpa principal dos governantes. https://t.co/vJzLXP7aF1;no
Graças ao feminismo ! @InesBolsonaro @otmar03 @ajulysantos @misscaviar https://t.co/be2eAJcmuq;no
Grande aumento no tráfego pro nosso país em certas regiões, com nosso povo muito mais vulnerável, enquanto aguardam _ https://t.co/ozmDaNYj7v;no
Grande encontro com os CEOs das empresas líderes em planos de saúde dos EUA que fornecem ótimas opções para o povo _ https://t.co/I7wGfcAxY2;no
Grande entrevista hoje à noite com Henry Kravis no Conselho de Negócios de Washington. Ansioso para o momento! https://t.co/wJSDOWxhLj;no
Grande honra comparecer ontem ao recebimento dos restos mortais de Ryan Owens com minha filha Ivanka. Um grande e corajoso homem-obrigado!;no
Grande jantar com governadores hoje à noite na Casa Branca. Muito a ser discutido, incluindo saúde pública. https://t.co/tiJQM83K0R;no
GRANDE MUSSUM UM DOS POUCOS IUTUBERS QUE PRESTAM, SOU SEU FÃ, E SOBRE O PEDIDO: MANDE A PESSOA A MERDA E DIGA #PAZ _ https://t.co/pJE2TOxS9v;no
Grande otimismo para o futuro dos negócios e EMPREGOS nos EUA, com a DOW batendo seu 11º record. Grande corte de re _ https://t.co/SeKDMm7sjh;no
"Grande primeira parte.
Continuo a acreditar.
VAMOS CARALHO!
#BVBSLB";no
Grandes realizações das feministas das federais: https://t.co/Jt1N9ZUU92;no
@Grasielesouza_ O tênis nem branco branco chega a ser, parece um branco gelo e as lista parece EVA preto cortado com tesoura de franjinha;no
"GRAVIDEZ SURPRESA NÃO EXISTE:
BOTA O PIU-PIU NA PERERECA SEM PROTEÇÃO E QUER GANHAR O QUE? UM AIFONE 7 PRA ELA E UM PLEISTEICHON 4 PRA ELE?";yes
Gremistas gostosas, comemorem o rebaixamento do Inter mandando foto pelada na DM. No aguardo.;no
Grupo de desocupados,fazem manifestação contra o Dep.Marco Marco Antonio Feliciano em Poços de Caldas. O deputado... https://t.co/dyGgQumzPk;yes
Grupo de Zumbis tentam escrachar o @jairbolsonaro na Universidade Presbiteriana Mackenzie. https://t.co/bmHYemAx8u;no
Grupo faz manifestação contra  Dep @marcofeliciano  em poços de Caldas. #GenteDesocupada https://t.co/FvEQrJdZzL;no
@g1 só gorda feia cabeluda fedida. Horror. Mulher que se preza nao tem tempo pra babaquice.;yes
Guarani consegue reverter uma derrota de 4x0 e vc não consegue pegar a gostosa do escritório https://t.co/fmd4DkBBKf;no
@5gu @caiquepala AAAA, gorda do caralho.;yes
@5gu @caiquepala esse gordo pedante se sentindo;yes
@5gu @caiquepala Tinha que ser gorda, né?;yes
@5gu E gordo sente frio?;yes
GUERRA LEGAL: 'Notadamente, em toda opinião, o painel não se preocupou em citar este (o) estatuto.' Uma decisão des _ https://t.co/nvnk4KJ2pf;no
@guerreiroraiz nunca beijou na vida;no
@gugachacra as diferenças no mundo islâmico não tornam a Europa o melhor lugar para os refugiados viverem. https://t.co/tAnD7PwgAq;no
@gugachacra enquanto isso a pauta dos governantes é receber ou não imigrantes refugiados. ... poucos têm de fato interesse na solução :(;no
@gui_toscano Eu quero socar o cara que chamou a mulher de burra;yes
Guilherme Boulos preso. Aprendeu (ou achou) com o chefe Lula que ele estaria acima das leis. Se ferrou. Agora senta e chora!;no
"Guionista do SNL faz piada acerca do filho do Trump na sua conta pessoal do Twitter é despedida e obrigada a pedir desculpa.
'Liberdade'";no
@guiwde Clube da luta;no
@guiwde @Estadao olha esse campo, meu Deus, foram buscar notícia na oitava divisão hahahahahhaha;no
@guiwde @JosyTelles_REAL Acolher refugiados loirinhos não tá na moda, não dá ibope pra ninguém. Mas se forem LGBT...;yes
@5gu Lá vem a gorda fazer chantagem emocional.;yes
"@5gu não sou tua miga
E daí que são de 2013? Preconceito não é opinião pra mudar conforme o tempo passa. É algo puro e simples! Gordofóbico";yes
g1: União Europeia ameaça com sanções países que não recebem refugiados https://t.co/oa24HUMR0g #G1 https://t.co/3p1zmAzoCV;no
@gustavozelele Devem ser respondido: 'chama de puta, vadia e manda ir lavar uma louça'.;yes
Há 5 anos atrás eu esteava na internet no @naosalvo https://t.co/fzvPqqDPeh;no
"Há censura ao PNR com dano eleitoral e atraso no seu crescimento. A nossa luta pela mais elementar justiça não pára!
https://t.co/niXrk78BmL";no
@hadoucken acho que vamos parar na mesma cela... hahuauha http://t.co/b855gKsP;no
"'Há duas maneiras de ser enganado. Uma é acreditar no que não é verdade; a outra é recusar a acreditar no que é verdade.'
(#Kierkegaard)";no
Há exatos 85 anos as mulheres começavam a ter o direito ao voto, garantido de maneira plena, sem distinção entre... https://t.co/dwLHQgENI8;no
Há fufas se deus quiser;yes
Ha ha! Aí ela consegue argumentar: falou em 'desmontar' mesmo sendo em figura de linguagem, ela já apela pro  'ain, _ https://t.co/6MPyOpKj22;no
Hahaha, 'esse moço' foi ótimo! Só o @carpinejar RT @milanuness RINDO MUITO com esse moço que ta no Jo!;no
Hahahahaha!!!!!! Boa!! Espanhol não é e nunca foi língua oficial dos EUA! https://t.co/pxnBQmR10o;no
hahahahaha  não quase não tem  hahahahaha https://t.co/ETuW4nec1V;no
hahahahah olha que coisa! os que mais vivem em mimimi me acusando de mimi  hahahahah https://t.co/IX6VzBQNbX;no
"Hahaha 
Prenderam a muçulmana que agita manifestação anti-Trump.
Essa vaca quer implantar a sharia nos EUA. https://t.co/IszqexQH92";yes
hahahh quero ver o feminismo ser contra as pautas que a esquerda impõe!!! https://t.co/PYAUiKfSda;no
"'Há homens que têm patroa.
Há homens que têm mulher.
E há mulheres que escolhem o que querem ser.' #MulherDeVerdade";no
@HAndreSilva @t4keshy Não há cá fufas.;yes
@hannaroehe eu que agradeço;no
Há pouco, estava relembrando a hashtag #PrimeiroAssédio e isso me fez querer compartilhar algumas coisas...;no
@happiness1906 um conselho sapiente. Bom dia!;no
Há que mostrar a certa gentalha que: '#PREC nunca mais'! Não podem impor o pensamento único nem o marxismo-cultural _ https://t.co/qw1n8LIf1z;yes
Há quem queira desarmar a Polícia. O que acontece desde sexta no #CaosES é o que aconteceria no país inteiro caso isso fosse acontecer.;yes
Há uma nova esperança para aqueles que já não conseguem esconder mais dinheiro no Panamá, a NASA acabou de descobrir 7 novos planetas!;no
Há um incrível espírito de otimismo se espalhando pelo país agora—_estamos trazendo de volta os EMPREGOS! Assista: _ https://t.co/pgdC1oFGSX;no
"10h da manhã e já é hora de pensar onde e o que vou almoçar na pausa do trabalho
O maconheiro acorda 12h e se torn _ https://t.co/YGGXaRNj37";no
@hebecamargo sai do facebook vc morreu;no
hehe não pode http://t.co/tEh7NoNrTs;no
Hei Jovem espinhudo! AXÉ NÃO! RESTART NÃO! LEGIÃO URBANA NÃO ! Tenha um mínimo de decência nessa vida ordinária que vc leva!;yes
@HelderRocha16 @ChagaLuccas caras, foi bom falar com vcs, mas eu preciso sair... Valeu pela conversa;no
@HelderRocha16 @ChagaLuccas caso de um não, eu vejo na tv tb como os gays morrem.. por puro ciume do companheiro..;no
@HelderRocha16 @ChagaLuccas  eu tb fui expulsa, pelo meu padrasto e ele não me deu nenhum motivo.. eu simplesmente tive q sair de casa;no
@HelderRocha16 @ChagaLuccas isso é um absurdo tb;no
@HelderRocha16 @ChagaLuccas isso foi crime, pode-se dizer de homofobia e isso é um absurdo;no
@HelderRocha16 @ChagaLuccas ñ são,e isso é injusto.se eu tiver filho gay, trans,etc,eu não expulsaria. + eu fui expulsa de casa e sou hétero;no
@HelderRocha16 @ChagaLuccas nunca disse q héteros são santos...;no
@HelderRocha16 eu só disse que cu não reproduz, não disse que pessoas são obrigadas a reproduzir....;yes
@HelderRocha16  mas eu não disse q são santos.. héteros tb matam, traí , furta, pessoas assim merecem pagar pelos crimes.. tá bom assim?;yes
@HenriqueAPF de jeito nenhum... só que nesse caso como mta gnt veio de mimimi pra cima, quis saber se era so eu q n tava achando nada d+;no
@Hervitto tenho saudade de fazer ela tbm...;no
heterofobicos não passarão;yes
Heterosexual e homem de verdade #twittealgomuitoantigo;no
@HevertonJhon @benebarbosa_mvb ahaha  dsculpa, ja corrigi;no
Hipócritas feministas do governo da #Suécia. 'Corajosas' para gozarem com #Trump e cobardes submissas perante o _ https://t.co/oY160TGujU;no
Hitler está no campo de concentração e vê uma crianca toda feliz - Pq esta tao feliz? - Amanha faço 6 anos. -Ehehe... não faz não!!;yes
hitler ligou  o forno pqp;yes
Hj a @Srta_Iozzi não perguntou se a Lava Jato acabou depois do impeachment;no
hj comprei um negro baratin graças ao #BlackFriday;no
Hj é mulher maravilhosa, mulher é isso e aquilo..amanhã é pq mulher é tudo burra, N pode dirigir, lugar de mulher é no fogão..hipócritas flw;yes
Hj eu to putasso;no
Hj eu vi a @biacampos12 perguntando p @angelicamorango no TT como funciona a promoção e a Dona Morangorespondendo como funciona #odiadehoje;no
hj eu vi uma gorda tirar as havaianas pra pesar na farmácia e entendi o significado da palavra 'esperança';yes
"Hj toda a gente vai publicar fotos dos filhos com máscaras d Carnaval no FB.
Como é q 1 pedófilo trabalhava antes d existirem redes sociais?";yes
"Hoje, às 19h45, na #RTP1: tempo de antena anual do #PNR.
A não perder! E... divulgar. https://t.co/yKfFlC9aKZ";no
"hoje acordei com 1 vontade de fazer uns dreadlock ta na moda ;)";no
hoje a mulher é linda é amor  etc etc... amanha a mulher é vagabunda puta e burra;yes
Hoje, bem sapatao pra aula de futebol e futsal;yes
hoje em dia até dizer que tem orgulho de ser branco é racismo aff vcs;yes
Hoje em dia não pode mais praticar genocídio numa igreja que já é racismo;yes
"Hoje é noite de novidades por aqui.
Muitas novidades.
Apareçam a partir das 21h00";no
Hoje é o dia da mulher e eu realmente tô de parabéns viu!!!!! PQ EU ACABEI DE FAZER A MAIOR MERDA Q EU PODERIA TER FEITO!!! Que menina burra;yes
"Hoje é o Dia Internacional da MULHER... <3
Seja ela alta o baixa, gorda ou magra, bonita ou feia, rica ou pobre,... https://t.co/NcTxW1eakW";no
'Hoje é segunda-feira.' Um dia como outro qualquer. 'Mas olha que é dia 13.' Não sou supersticioso. 'A gasolina voltou a aumentar'. Foda-se!;no
Hoje eu fui paquerado no trânsito;no
hoje eu to so a rihanna na era sapatao;yes
HOJE EU VO CHUTAR O BALDE MAS FICA AI PQ QUERO ACERTA SUA CARA;yes
Hoje eu vou na igreja;no
Hoje o tópico vai ser... Islão!;no
-  Hoje posso ta feia , gorda , falsa , metida etc.. Amanhã endiante você verá uma nova ' Poxa Bia ';no
Homem branco hétero cisgênero, me oprimindo durante Protesto pela Revogação do Estatuto do Desarmamento.. _ https://t.co/FWeyMFDQWb;yes
@homemcis @gentecis @gentemagra1 migo respira deus ta no comando!!!;no
@homemdbranco @voluptama o que ela não deve sofrer quando a sopa está quente...;no
@homemdeverdade come frango cru nao a ' passarinho ' !;no
@homemdeverdade é viver com dignidade, é um conceito em extinção plena ! Aqui tem o foco da resistência!;yes
@homemdeverdade fez um serviço na cara do Silvio Berlusconi !;yes
@homemdeverdade gosta quando @averdadeeh sem rodeios....;no
"@homemdeverdade manda um salve pra imagem da semana: nós te amamos!!!
- http://bit.ly/7ueBM0";no
Homem de verdade não bate em mulher! Isso é coisa de imbecil, de babaca, de covardes bundões.;no
@homemdeverdade não fala de boquete, recebe. RT @SarahShoeMe ''Liberdade'... significa falar de boquete como quem fala do clima....';no
@homemdeverdade ? não! homem na metade - http://19.media.tumblr.com/tumblr_ktygckpa2E1qz88eno1_400.jpg;no
@homemdeverdade não pode ser vegetariano, a gente esta sempre no topo da cadeia alimentar !;no
@homemdeverdade não precisa de #lingerieday, puta parada de Barangas-Nerds atrás de rolas virgens! Pra isso tem sites pornôs bem melhores...;yes
@homemdeverdade não tem namorada, tem fêmea temporária.;yes
@Homemdeverdade não usa capa de chuva,  @Homemdeverdade nada em tsunami !;yes
@homemdeverdade pega forte na cintura da sua fêmea, essa coisa de delicadeza nessas horas é desses Jonnys Manés Citricos bunda mole!;yes
@homemdeverdade quando vacila assume rapidamente a responsabilidade e paga o erro com humor!;no
Homem de verdade que não sabe desenhar um Pinto, não conhece o pau que tem! Honre seu Pinto!!!!;yes
@homemdeverdade usa barba ou bigode, essa coisa de pelinha lisinha pra gente é bunda de mulher !;yes
@homemdeverdade usa twitter ? é a pergunta que fazem a todo momento.... !;no
"HOMEM FEMINISTO:
NÃO DEFENDE A ESPOSA
CHEIO DE TATUAGI
MOVIDO A MACONHA E PÓ
DIVIDE A MULHER COM OS PARCERO
DEPRESSIVO
O LEGÍTIMO CORNÃO";yes
"homem morre: homicídio 
criança morre: homicídio
hetero morre: homicídio
gay morre: homofobia";yes
"homem nasce homem
mulher nasce mulher";yes
Homem q pede representatividade não vai no quintal a noite ver oq é o tal barulho, ele vai só gritar q nem louca. F _ https://t.co/popnd5W4hh;yes
Homem que é homem arrota com suco de laranja.;yes
homem que é homem arrota com suco de laranja, no ouvido da namorada.;yes
Homem que é homem brinca de girocóptero no banheiro da casa da sogra.;no
Homem que é homem come doritos de pimenta com geléia extra-forte de pimenta e guaraná ice.;no
Homem que é homem não assiste a fazenda.;yes
"Homem que é homem não come; bebe.";yes
Homem que é homem não nota o esmalte das mulheres;yes
Homem que é homem só come carne. Peixe é coisa de bixa.;yes
homem que é homem só conhece dois cheiros de mulher: o bom e o ruim.;no
Homem que é homem troca o pênis por 1 fígado a mais.;yes
"HOMEM QUE USA SAIA E MAQUIAGEM: 
APROPRIAÇÃO CULTURAL FEMININA
MULHER QUE DEIXA O SUVACO PELUDO:
APROPRIAÇÃO CULTU _ https://t.co/wosNyx4JLo";yes
Homem se verdade não tem dia pra comemorar! Todo dia é dia.;no
"homenagear torturador? pode
chamar outro deputado de viado boiola queima rosca? claro que pode
cuspir no mito? NUNCA";yes
Homenagem às mulheres simbolo da direita no mundo: Melanie Trump / A politica belga / a sobrinha da Marina le pen - _ https://t.co/RcQi0kdT1P;no
"Homenagem a quem a merece!
Pintura da minha autoria.
#Salazar https://t.co/OTKjxXR5ut";no
homofobia é o caralho para de mimimi o cara que entrou matando tb era gay, nao viu no jornal??;yes
Hora de Fecho: Islão e extrema-direita mobilizam de modo similar - https://t.co/IdCMdebJ9d;yes
